3,000	6,200
3,200	8,200
3,400	18,400
3,600	202,000
3,800	589,400
4,000	894,000
4,200	1033,000
4,400	1144,600
4,600	1210,200
4,800	1231,000
5,000	1211,600
5,200	1143,000
5,400	1134,800
5,600	1047,000
5,800	975,200
6,000	912,600
6,200	1109,800
6,400	1540,800
6,600	847,200
6,800	728,600
7,000	1308,000
7,200	2697,400
7,400	943,200
7,600	532,000
7,800	466,200
8,000	429,400
8,200	398,200
8,400	376,000
8,600	354,000
8,800	351,400
9,000	316,000
9,200	298,800
9,400	275,000
9,600	259,800
9,800	247,000
10,000	222,600
10,200	216,600
10,400	208,000
10,600	187,800
10,800	178,200
11,000	194,000
11,200	185,200
11,400	170,400
11,600	159,200
11,800	165,400
12,000	159,800
12,200	159,600
12,400	163,600
12,600	179,000
12,800	300,800
13,000	284,000
13,200	158,200
13,400	137,200
13,600	136,000
13,800	125,400
14,000	125,200
14,200	135,800
14,400	439,400
14,600	737,400
14,800	176,200
15,000	102,400
15,200	93,200
15,400	96,400
15,600	91,600
15,800	87,600
16,000	92,800
16,200	84,000
16,400	83,800
16,600	81,400
16,800	76,600
17,000	71,200
17,200	67,000
17,400	63,800
17,600	60,200
17,800	63,200
18,000	54,400
