1	99
2	53
3	59
4	40
5	32
6	31
7	26
8	27
9	20
10	20
11	21
12	15
13	17
14	14
15	16
16	16
17	11
18	13
19	12
20	5
21	11
22	16
23	12
24	10
25	8
26	8
27	9
28	6
29	13
30	9
31	7
32	5
33	8
34	9
35	6
36	4
37	14
38	8
39	8
40	2
