3,000	8,600
3,100	8,000
3,200	10,600
3,300	17,400
3,400	53,800
3,500	156,600
3,600	335,200
3,700	503,000
3,800	646,200
3,900	771,200
4,000	865,400
4,100	976,000
4,200	1043,600
4,300	1087,200
4,400	1149,800
4,500	1152,200
4,600	1148,400
4,700	1173,400
4,800	1214,200
4,900	1183,200
5,000	1140,400
5,100	1149,000
5,200	1115,200
5,300	1108,000
5,400	1071,800
5,500	1061,200
5,600	986,600
5,700	976,000
5,800	933,400
5,900	902,600
6,000	917,400
6,100	1053,400
6,200	1364,800
6,300	1508,800
6,400	1318,400
6,500	900,000
6,600	769,400
6,700	729,400
6,800	762,200
6,900	1149,800
7,000	2161,200
7,100	2716,000
7,200	2121,600
7,300	1096,200
7,400	711,000
7,500	535,400
7,600	496,000
7,700	475,800
7,800	463,800
7,900	439,200
8,000	447,200
8,100	412,000
8,200	406,800
8,300	383,600
8,400	384,200
8,500	360,600
8,600	357,000
8,700	331,600
8,800	314,600
8,900	311,200
9,000	301,400
9,100	294,000
9,200	280,000
9,300	272,800
9,400	257,600
9,500	247,200
9,600	240,200
9,700	237,200
9,800	217,400
9,900	229,600
10,000	217,200
10,100	212,800
10,200	209,600
10,300	198,800
10,400	193,200
10,500	195,400
10,600	180,800
10,700	191,400
10,800	179,400
10,900	176,600
11,000	174,800
11,100	189,400
11,200	181,400
11,300	174,400
11,400	173,400
11,500	176,800
11,600	159,000
11,700	170,200
11,800	158,400
11,900	166,600
12,000	153,800
12,100	145,200
12,200	163,800
12,300	145,800
12,400	156,200
12,500	182,400
12,600	210,800
12,700	288,000
12,800	372,000
12,900	312,400
13,000	183,000
13,100	156,400
13,200	138,400
13,300	137,600
13,400	137,200
13,500	135,600
13,600	136,600
13,700	131,400
13,800	125,000
13,900	126,000
14,000	118,600
14,100	122,400
14,200	158,600
14,300	378,400
14,400	706,200
14,500	781,000
14,600	441,200
14,700	200,200
14,800	128,800
14,900	109,200
15,000	119,800
15,100	104,000
15,200	93,600
15,300	95,400
15,400	100,800
15,500	95,000
15,600	94,200
15,700	93,200
15,800	93,600
15,900	87,800
16,000	85,000
16,100	87,800
16,200	83,800
16,300	79,000
16,400	79,200
16,500	74,800
16,600	77,800
16,700	69,800
16,800	78,600
16,900	75,800
17,000	66,200
17,100	66,200
17,200	67,000
17,300	67,000
17,400	71,400
17,500	61,200
17,600	65,400
17,700	56,800
17,800	63,800
17,900	61,400
18,000	58,400
