3,000	19,400
3,200	20,600
3,400	22,200
3,600	23,400
3,800	21,800
4,000	20,800
4,200	24,400
4,400	29,200
4,600	39,200
4,800	61,400
5,000	129,800
5,200	184,800
5,400	237,200
5,600	277,800
5,800	306,400
6,000	325,400
6,200	343,400
6,400	359,200
6,600	360,600
6,800	365,800
7,000	382,600
7,200	380,400
7,400	346,600
7,600	352,000
7,800	335,200
8,000	333,600
8,200	318,800
8,400	316,800
8,600	412,800
8,800	648,000
9,000	357,200
9,200	293,200
9,400	288,800
9,600	320,000
9,800	999,400
10,000	1316,400
10,200	340,200
10,400	242,400
10,600	233,400
10,800	227,000
11,000	201,200
11,200	204,400
11,400	193,400
11,600	180,200
11,800	169,600
12,000	171,200
12,200	165,200
12,400	150,400
12,600	155,200
12,800	145,400
13,000	129,000
13,200	126,800
13,400	131,200
13,600	109,600
13,800	106,400
14,000	111,200
14,200	101,200
14,400	97,600
14,600	98,000
14,800	99,200
15,000	98,000
15,200	95,600
15,400	87,800
15,600	102,800
15,800	94,200
16,000	86,600
16,200	82,600
16,400	84,800
16,600	81,000
16,800	84,800
17,000	81,400
17,200	83,200
17,400	85,600
17,600	87,000
17,800	110,800
18,000	140,600
18,200	110,000
18,400	80,400
18,600	77,400
18,800	77,600
19,000	79,600
19,200	78,400
19,400	76,600
19,600	72,600
19,800	74,800
20,000	85,600
20,200	172,000
20,400	295,000
20,600	149,200
20,800	71,200
21,000	64,000
21,200	64,800
21,400	62,400
21,600	58,400
21,800	62,400
22,000	59,400
