
TIME STEP:
125 = 2ms

VOLTAGE STEP:
CH1:  32 = 0.5V~
CH2:  32 = 0.5V~

N	CH1	CH2
1328	126	153
1329	134	154
1330	139	148
1331	139	139
1332	139	133
1333	138	134
1334	135	137
1335	136	137
1336	136	130
1337	133	114
1338	125	94
1339	115	80
1340	105	78
1341	99	86
1342	98	103
1343	101	118
1344	108	129
1345	114	129
1346	118	124
1347	119	122
1348	120	123
1349	122	131
1350	126	139
1351	130	139
1352	131	129
1353	126	110
1354	120	88
1355	110	72
1356	99	70
1357	92	76
1358	90	88
1359	91	98
1360	94	101
1361	97	100
1362	96	97
1363	97	99
1364	100	109
1365	105	124
1366	112	136
1367	119	137
1368	122	127
1369	122	107
1370	116	87
1371	104	72
1372	95	70
1373	89	73
1374	87	80
1375	85	81
1376	84	79
1377	83	73
1378	80	71
1379	79	77
1380	80	92
1381	88	112
1382	96	126
1383	105	127
1384	110	119
1385	110	102
1386	106	86
1387	98	75
1388	92	74
1389	88	76
1390	83	76
1391	83	71
1392	76	61
1393	73	50
1394	66	49
1395	63	56
1396	64	74
1397	70	95
1398	80	110
1399	89	112
1400	95	106
1401	96	94
1402	96	85
1403	91	81
1404	88	83
1405	88	83
1406	86	80
1407	83	68
1408	76	50
1409	68	36
1410	59	34
1411	53	40
1412	53	59
1413	57	78
1414	65	91
1415	73	92
1416	78	88
1417	79	82
1418	80	81
1419	82	84
1420	84	90
1421	85	91
1422	86	85
1423	84	68
1424	76	46
1425	65	30
1426	56	27
1427	49	31
1428	48	47
1429	50	62
1430	54	70
1431	59	70
1432	62	67
1433	64	67
1434	65	72
1435	67	84
1436	74	95
1437	81	96
1438	84	89
1439	83	70
1440	76	48
1441	67	32
1442	57	29
1443	50	32
1444	47	42
1445	48	50
1446	49	51
1447	49	49
1448	49	47
1449	49	49
1450	51	62
1451	57	80
1452	66	95
1453	76	97
1454	81	91
1455	81	74
1456	77	55
1457	68	41
1458	61	39
1459	56	41
1460	53	46
1461	53	46
1462	51	40
1463	46	31
1464	42	29
1465	40	35
1466	41	52
1467	47	72
1468	57	88
1469	67	91
1470	74	88
1471	75	74
1472	73	61
1473	69	53
1474	64	52
1475	62	54
1476	60	54
1477	59	47
1478	54	33
1479	46	20
1480	38	18
1481	35	23
1482	35	42
1483	40	63
1484	48	79
1485	58	82
1486	65	80
1487	68	71
1488	68	65
1489	67	65
1490	67	69
1491	69	71
1492	69	68
1493	67	55
1494	62	36
1495	52	20
1496	43	16
1497	36	21
1498	35	37
1499	39	56
1500	47	68
1501	53	70
1502	58	69
1503	61	66
1504	62	67
1505	66	76
1506	69	85
1507	74	86
1508	77	83
1509	77	66
1510	71	44
1511	61	27
1512	51	23
1513	44	26
1514	42	39
1515	43	52
1516	47	58
1517	52	58
1518	52	57
1519	54	58
1520	56	66
1521	60	81
1522	69	95
1523	77	98
1524	83	95
1525	83	78
1526	79	58
1527	71	42
1528	62	38
1529	56	40
1530	53	49
1531	53	53
1532	53	53
1533	53	48
1534	51	46
1535	50	49
1536	52	64
1537	59	85
1538	69	101
1539	79	106
1540	87	104
1541	88	89
1542	87	73
1543	81	62
1544	77	60
1545	72	62
1546	70	63
1547	68	62
1548	66	54
1549	62	43
1550	58	40
1551	52	45
1552	53	62
1553	59	84
1554	72	103
1555	79	108
1556	88	107
1557	91	96
1558	91	86
1559	89	82
1560	87	83
1561	87	86
1562	86	85
1563	85	77
1564	81	61
1565	74	46
1566	65	43
1567	59	46
1568	59	63
1569	63	85
1570	71	100
1571	80	106
1572	88	105
1573	91	99
1574	94	98
1575	95	100
1576	98	107
1577	101	110
1578	103	109
1579	103	95
1580	99	77
1581	89	58
1582	79	53
1583	72	56
1584	71	70
1585	73	87
1586	79	98
1587	85	101
1588	89	100
1589	92	99
1590	95	103
1591	98	115
1592	105	128
1593	112	132
1594	118	130
1595	118	115
1596	115	94
1597	106	76
1598	96	71
1599	90	73
1600	87	84
1601	88	93
1602	90	96
1603	92	95
1604	93	94
1605	93	96
1606	96	107
1607	101	125
1608	111	142
1609	120	149
1610	129	148
1611	130	133
1612	129	114
1613	122	99
1614	115	95
1615	110	97
1616	107	103
1617	104	104
1618	104	101
1619	103	94
1620	101	92
1621	98	94
1622	99	109
1623	105	131
1624	114	150
1625	127	159
1626	136	158
1627	139	147
1628	139	133
1629	136	124
1630	132	123
1631	130	125
1632	129	126
1633	128	123
1634	126	111
1635	120	98
1636	113	94
1637	107	96
1638	107	114
1639	112	136
1640	122	155
1641	132	161
1642	141	160
1643	145	152
1644	145	146
1645	146	146
1646	146	150
1647	148	153
1648	149	153
1649	149	142
1650	144	124
1651	136	107
1652	127	102
1653	121	105
1654	120	121
1655	122	140
1656	130	155
1657	138	159
1658	143	158
1659	148	156
1660	150	157
1661	153	164
1662	157	175
1663	163	179
1664	167	177
1665	167	162
1666	163	143
1667	155	125
1668	145	118
1669	138	121
1670	136	133
1671	138	147
1672	142	155
1673	145	155
1674	148	154
1675	149	154
1676	152	163
1677	157	177
1678	165	193
1679	175	199
1680	180	197
1681	181	181
1682	179	162
1683	172	145
1684	163	139
1685	157	141
1686	154	149
1687	154	155
1688	154	155
1689	154	152
1690	153	149
1691	152	151
1692	153	164
1693	159	184
1694	168	203
1695	179	211
1696	187	209
1697	191	196
1698	191	180
1699	185	167
1700	179	164
1701	176	166
1702	173	168
1703	172	168
1704	169	161
1705	166	151
1706	161	147
1707	157	149
1708	157	165
1709	162	187
1710	172	206
1711	183	215
1712	191	214
1713	196	205
1714	196	193
1715	195	188
1716	193	189
1717	192	192
1718	192	192
1719	191	185
1720	187	170
1721	180	154
1722	172	149
1723	165	151
1724	164	165
1725	167	186
1726	175	203
1727	185	211
1728	191	210
1729	195	204
1730	196	202
1731	198	203
1732	200	210
1733	203	215
1734	206	214
1735	206	201
1736	202	182
1737	194	164
1738	185	155
1739	176	156
1740	173	169
1741	174	186
1742	178	198
1743	186	201
1744	190	201
1745	192	200
1746	195	203
1747	198	213
1748	203	225
1749	211	232
1750	216	231
1751	217	217
1752	214	196
1753	206	176
1754	197	168
1755	189	169
1756	185	178
1757	186	188
1758	187	193
1759	188	193
1760	189	189
1761	189	190
1762	190	199
1763	195	215
1764	203	232
1765	212	241
1766	220	240
1767	222	227
1768	221	208
1769	215	192
1770	207	184
1771	201	185
1772	195	190
1773	195	191
1774	195	190
1775	192	182
1776	191	177
1777	186	178
1778	185	191
1779	190	211
1780	200	231
1781	210	242
1782	218	241
1783	222	230
1784	222	216
1785	218	205
1786	213	202
1787	213	204
1788	209	205
1789	208	201
1790	205	190
1791	200	177
1792	191	168
1793	185	169
1794	183	183
1795	186	204
1796	194	223
1797	203	233
1798	212	233
1799	216	225
1800	216	217
1801	216	215
1802	215	217
1803	214	219
1804	216	219
1805	216	210
1806	212	193
1807	205	175
1808	194	163
