
TIME STEP:
125 = 1ms

VOLTAGE STEP:
CH1:  32 = 0.5V~
CH2:  32 = 0.5V~

N	CH1	CH2
2103	115	114
2104	119	129
2105	127	148
2106	137	167
2107	149	184
2108	161	199
2109	171	207
2110	179	208
2111	182	203
2112	182	192
2113	176	177
2114	167	159
2115	154	142
2116	140	128
2117	126	116
2118	113	110
2119	104	110
2120	97	114
2121	95	120
2122	95	128
2123	99	135
2124	104	138
2125	109	138
2126	113	132
2127	115	123
2128	115	110
2129	112	96
2130	107	83
2131	101	73
2132	96	68
2133	93	69
2134	93	77
2135	97	90
2136	104	108
2137	115	129
2138	129	149
2139	143	166
2140	157	179
2141	169	186
2142	178	186
2143	182	180
2144	182	169
2145	177	156
2146	168	143
2147	157	131
2148	146	122
2149	135	117
2150	126	118
2151	120	122
2152	116	129
2153	116	137
2154	118	143
2155	121	146
2156	124	145
2157	124	138
2158	124	127
2159	121	111
2160	114	93
2161	106	75
2162	97	60
2163	88	50
2164	81	47
2165	78	49
2166	78	58
2167	82	73
2168	91	90
2169	104	110
2170	118	128
2171	134	143
2172	148	152
2173	160	154
2174	168	154
2175	172	148
2176	172	138
2177	168	128
2178	161	119
2179	153	113
2180	146	112
2181	139	114
2182	135	122
2183	134	131
2184	135	142
2185	138	151
2186	141	156
2187	144	156
2188	145	151
2189	144	140
2190	139	124
2191	131	104
2192	120	83
2193	108	64
2194	95	49
2195	84	39
2196	75	37
2197	70	39
2198	70	49
2199	75	62
2200	84	79
2201	96	95
2202	110	108
2203	124	117
2204	136	121
2205	146	121
2206	152	117
2207	154	108
2208	154	100
2209	150	93
2210	146	90
2211	142	91
2212	139	97
2213	138	107
2214	140	121
2215	144	135
2216	149	148
2217	156	157
2218	162	161
2219	165	161
2220	165	152
2221	162	139
2222	155	121
2223	144	99
2224	130	79
2225	115	61
2226	100	47
2227	88	39
2228	79	38
2229	74	42
2230	73	51
2231	78	63
2232	85	75
2233	95	86
2234	106	92
2235	116	94
2236	125	93
2237	130	87
2238	133	79
2239	133	70
2240	131	63
2241	128	59
2242	126	60
2243	125	67
2244	126	79
2245	131	94
2246	138	112
2247	147	130
2248	157	145
2249	167	155
2250	174	157
2251	179	156
2252	179	148
2253	175	133
2254	167	115
2255	155	95
2256	140	77
2257	125	62
2258	111	53
2259	99	49
2260	91	50
2261	86	55
2262	86	63
2263	89	72
2264	95	80
2265	102	83
2266	109	83
2267	114	79
2268	117	69
2269	117	58
2270	116	46
2271	112	35
2272	108	29
2273	105	28
2274	104	32
2275	105	43
2276	111	60
2277	119	79
2278	131	99
2279	144	118
2280	157	133
2281	169	143
2282	178	144
2283	184	142
2284	184	133
2285	181	119
2286	172	103
2287	161	89
2288	148	75
2289	135	66
2290	124	62
2291	114	63
2292	108	67
2293	106	74
2294	106	82
2295	109	88
2296	113	88
2297	116	88
2298	118	80
2299	118	69
2300	116	54
2301	111	37
2302	104	22
2303	96	11
2304	90	4
2305	86	5
2306	85	11
2307	88	25
2308	96	43
2309	106	64
2310	120	83
2311	135	101
2312	150	114
2313	163	121
2314	173	121
2315	179	117
2316	179	109
2317	176	97
2318	169	86
2319	160	76
2320	150	70
2321	141	69
2322	134	71
2323	129	78
2324	127	86
2325	128	94
2326	130	101
2327	133	103
2328	135	102
2329	135	95
2330	134	82
2331	128	65
2332	120	46
2333	110	27
2334	99	10
2335	88	0
2336	80	0
2337	74	0
2338	73	2
2339	77	16
2340	85	33
2341	96	52
2342	111	69
2343	125	83
2344	140	91
2345	151	93
2346	160	93
2347	165	87
2348	165	79
2349	163	70
2350	158	63
2351	151	60
2352	146	61
2353	142	66
2354	140	76
2355	140	88
2356	143	100
2357	147	111
2358	152	117
2359	156	118
2360	157	114
2361	156	103
2362	151	86
2363	142	67
2364	130	45
2365	116	25
2366	102	9
2367	89	0
2368	79	0
2369	73	0
2370	72	5
2371	74	18
2372	82	32
2373	92	47
2374	105	59
2375	117	66
2376	129	68
2377	138	67
2378	143	62
2379	145	54
2380	145	46
2381	142	40
2382	139	39
2383	136	41
2384	135	49
2385	136	61
2386	140	77
2387	146	93
2388	154	108
2389	162	120
2390	169	127
2391	174	127
2392	174	120
2393	173	107
2394	165	89
2395	155	70
2396	141	49
2397	126	32
2398	111	18
2399	97	11
2400	87	9
2401	82	13
2402	81	21
2403	82	31
2404	88	42
2405	97	50
2406	106	55
2407	114	55
2408	121	51
2409	124	43
2410	125	34
2411	124	24
2412	122	16
2413	119	13
2414	116	14
2415	116	22
2416	119	35
2417	125	53
2418	134	72
2419	144	91
2420	157	108
2421	168	120
2422	177	126
2423	183	125
2424	184	118
2425	183	105
2426	175	88
2427	164	71
2428	151	55
2429	136	41
2430	122	33
2431	111	31
2432	103	32
2433	98	37
2434	97	45
2435	99	53
2436	104	59
2437	109	60
2438	114	59
2439	116	52
2440	117	41
2441	116	28
2442	112	14
2443	106	2
2444	101	0
2445	97	0
2446	96	0
2447	97	8
2448	102	24
2449	111	44
2450	124	66
2451	138	86
2452	153	101
2453	166	112
2454	177	115
2455	183	114
2456	184	106
2457	183	94
2458	176	82
2459	166	68
2460	155	58
2461	144	52
2462	134	51
2463	125	52
2464	120	59
2465	119	66
2466	119	74
2467	122	80
2468	125	81
2469	127	78
2470	127	70
2471	126	57
2472	121	39
2473	114	22
2474	105	6
2475	96	0
2476	87	0
2477	82	0
2478	81	0
2479	82	2
2480	88	20
2481	99	40
2482	113	59
2483	128	77
2484	143	90
2485	157	97
2486	167	98
2487	173	95
2488	174	88
2489	173	78
2490	168	69
2491	161	61
2492	153	59
2493	146	60
2494	140	64
2495	138	73
2496	137	84
2497	139	94
2498	143	102
2499	146	105
2500	148	104
2501	148	96
2502	145	83
2503	139	66
2504	130	46
2505	118	26
2506	105	8
2507	93	0
2508	83	0
2509	75	0
2510	74	0
2511	75	9
2512	82	25
2513	92	41
2514	105	57
2515	119	70
2516	132	77
2517	144	79
2518	152	78
2519	157	72
2520	157	64
2521	156	57
2522	152	52
2523	148	51
2524	144	55
2525	142	63
2526	142	75
2527	145	89
2528	150	104
2529	156	117
2530	162	125
2531	167	126
2532	168	124
2533	168	113
2534	162	97
2535	153	78
2536	141	57
2537	127	37
2538	112	22
2539	98	11
2540	86	7
2541	79	8
2542	77	16
2543	78	27
2544	84	39
2545	93	52
2546	103	61
2547	114	67
2548	124	67
2549	131	65
2550	135	58
2551	136	50
2552	136	42
2553	133	36
2554	130	35
2555	129	39
2556	129	49
2557	131	63
2558	137	81
2559	146	99
2560	155	117
2561	165	131
2562	174	139
2563	181	139
2564	182	135
2565	182	124
2566	176	108
2567	165	90
2568	152	71
2569	137	55
2570	122	42
2571	109	35
2572	99	34
2573	92	38
2574	90	46
2575	91	54
2576	95	64
2577	102	70
2578	109	72
2579	115	71
2580	119	65
2581	121	55
2582	121	44
2583	118	33
2584	114	24
2585	110	21
2586	108	22
2587	108	30
2588	111	44
2589	118	63
2590	127	83
2591	140	103
2592	153	122
2593	166	135
2594	177	143
2595	185	143
2596	187	137
2597	187	126
2598	181	112
2599	172	97
2600	159	83
2601	146	72
2602	134	66
2603	123	65
2604	115	67
2605	110	73
2606	110	82
2607	111	88
2608	115	94
2609	118	94
2610	122	91
2611	122	82
2612	121	69
2613	117	55
2614	111	39
2615	104	26
2616	97	17
2617	91	15
2618	88	17
2619	89	28
2620	94	44
2621	104	64
2622	116	85
2623	131	104
2624	146	121
2625	160	132
2626	172	136
2627	180	136
2628	182	130
2629	182	120
2630	177	109
2631	169	98
2632	159	91
2633	150	87
2634	141	88
2635	135	92
2636	131	100
2637	131	110
2638	132	119
2639	135	125
2640	138	125
2641	139	122
2642	139	113
2643	135	98
2644	129	81
2645	119	62
2646	109	44
2647	98	30
2648	88	21
2649	81	20
2650	77	24
2651	78	36
2652	83	52
2653	93	70
2654	106	89
2655	121	105
2656	136	117
2657	149	124
2658	159	125
2659	166	122
2660	168	116
2661	168	107
2662	164	100
2663	159	95
2664	152	94
2665	147	98
2666	144	105
2667	143	117
2668	145	130
2669	148	143
2670	153	152
2671	157	156
2672	160	156
2673	160	149
2674	157	135
2675	150	118
2676	140	98
2677	127	78
2678	113	60
2679	99	47
2680	88	39
2681	79	39
2682	75	45
2683	76	55
2684	81	69
2685	90	84
2686	101	98
2687	114	108
2688	126	115
2689	136	115
2690	144	112
2691	148	106
2692	148	99
2693	147	91
2694	144	88
2695	141	88
2696	139	93
2697	138	104
2698	140	119
2699	145	135
2700	152	152
2701	160	166
2702	168	177
2703	175	179
2704	178	178
2705	178	169
2706	173	154
2707	164	136
2708	152	116
2709	137	97
2710	122	83
2711	108	72
2712	96	67
2713	88	68
2714	83	75
2715	84	85
2716	88	95
2717	95	106
2718	104	113
2719	113	116
2720	120	115
2721	126	110
2722	128	102
2723	128	92
2724	126	84
2725	124	78
2726	120	77
2727	119	82
2728	120	92
2729	124	107
2730	131	127
2731	141	147
2732	153	165
2733	164	181
2734	175	191
2735	183	192
2736	187	190
2737	187	181
2738	183	167
2739	173	150
2740	161	133
2741	147	118
2742	133	107
2743	120	102
2744	110	102
2745	103	105
2746	100	113
2747	101	122
2748	104	129
2749	109	134
2750	114	134
2751	118	131
2752	120	122
2753	120	110
2754	117	97
2755	113	85
2756	107	75
2757	102	70
2758	99	71
2759	98	79
2760	101	93
2761	109	111
2762	119	135
2763	133	157
2764	149	175
2765	163	188
2766	175	195
2767	183	195
2768	187	189
2769	187	179
2770	182	166
2771	173	153
2772	162	143
2773	150	135
2774	140	133
2775	131	134
2776	125	139
2777	122	147
2778	122	155
2779	124	162
2780	127	165
2781	130	164
2782	130	157
2783	130	146
2784	125	131
2785	119	114
2786	111	97
2787	101	84
2788	92	75
2789	86	73
2790	83	77
2791	83	87
2792	88	103
2793	98	122
2794	111	143
2795	126	160
2796	141	175
2797	155	185
2798	166	187
2799	174	186
2800	176	180
2801	176	171
2802	172	162
2803	165	154
2804	158	151
2805	150	150
2806	144	153
2807	140	162
2808	139	172
2809	140	184
2810	143	193
2811	147	199
2812	149	199
2813	149	194
2814	148	182
2815	143	166
2816	135	147
2817	124	127
2818	112	109
2819	99	95
2820	88	87
2821	80	86
2822	75	90
2823	76	101
2824	81	117
2825	91	133
2826	103	150
2827	117	163
2828	130	172
2829	142	177
2830	151	177
2831	157	172
2832	158	165
2833	158	157
2834	155	152
2835	150	151
2836	146	152
2837	143	158
2838	143	169
2839	145	184
2840	149	199
2841	155	213
2842	161	223
2843	167	227
2844	170	226
2845	170	217
2846	166	203
2847	158	185
2848	147	165
2849	133	146
2850	118	129
2851	104	116
2852	91	110
2853	83	109
2854	79	116
2855	79	126
2856	83	138
2857	91	151
2858	101	162
2859	112	169
2860	122	170
2861	130	169
2862	136	163
2863	138	155
2864	138	148
2865	135	142
2866	132	140
2867	130	142
2868	129	150
2869	131	162
2870	136	179
2871	143	197
2872	152	216
2873	162	231
2874	172	241
2875	179	243
2876	183	242
2877	183	232
2878	179	218
2879	169	200
2880	157	181
2881	143	164
2882	128	152
2883	114	143
2884	102	141
2885	95	142
2886	91	149
2887	91	157
2888	95	167
2889	101	174
2890	108	178
2891	114	178
2892	119	173
2893	122	164
2894	122	154
2895	120	143
2896	116	133
2897	112	128
2898	109	127
2899	108	133
2900	110	146
2901	115	162
2902	124	183
2903	136	203
2904	149	223
2905	163	238
2906	174	247
2907	183	248
2908	188	246
2909	188	237
2910	183	223
2911	175	207
2912	163	193
2913	150	181
2914	137	173
2915	126	171
2916	117	172
2917	112	178
2918	110	185
2919	111	193
2920	114	199
2921	117	200
2922	121	199
2923	122	192
2924	122	180
2925	119	165
2926	114	151
2927	107	136
2928	100	126
2929	93	121
2930	89	122
2931	89	131
2932	92	145
2933	100	163
2934	112	184
2935	126	204
2936	141	222
2937	156	234
2938	168	241
2939	177	241
2940	182	237
2941	182	228
2942	179	217
2943	171	206
2944	162	197
2945	152	192
2946	143	191
2947	136	195
2948	132	202
2949	130	211
2950	131	221
2951	134	228
2952	137	230
2953	139	229
2954	139	221
2955	136	207
2956	131	191
2957	123	171
2958	112	153
2959	101	138
2960	91	127
2961	82	124
2962	77	126
2963	77	135
2964	81	150
2965	89	167
2966	101	185
2967	116	202
2968	130	216
2969	144	225
2970	155	226
2971	163	225
2972	167	220
2973	167	211
2974	164	203
2975	159	197
2976	153	195
2977	148	196
2978	144	203
2979	142	213
2980	143	226
2981	146	239
2982	151	249
2983	155	255
2984	158	255
2985	159	251
2986	157	239
2987	152	222
2988	143	203
2989	130	182
2990	117	163
2991	103	149
2992	90	139
2993	81	137
2994	76	140
2995	75	149
2996	78	161
2997	86	176
2998	97	190
2999	109	201
3000	121	209
3001	132	211
3002	141	210
3003	145	203
3004	146	196
3005	146	189
3006	144	183
3007	140	182
3008	138	185
3009	137	194
3010	138	207
3011	142	223
3012	148	240
3013	156	255
3014	164	255
3015	171	255
3016	175	255
3017	175	255
3018	173	250
3019	166	233
3020	154	212
3021	140	193
3022	125	176
3023	111	164
3024	98	157
3025	88	157
3026	83	161
3027	82	170
3028	85	181
3029	92	191
3030	100	199
3031	109	203
3032	117	203
3033	122	199
3034	126	191
3035	126	181
3036	125	171
3037	122	165
3038	119	163
3039	117	164
3040	118	173
3041	120	187
3042	127	204
3043	136	224
3044	147	243
3045	158	255
3046	170	255
3047	179	255
3048	184	255
3049	184	255
3050	182	252
3051	174	236
3052	163	218
3053	149	203
3054	135	191
3055	122	183
3056	111	182
3057	103	183
3058	99	189
3059	98	197
3060	101	205
3061	106	210
3062	111	211
3063	115	209
3064	118	202
3065	118	191
3066	116	177
3067	112	163
3068	107	152
3069	101	146
3070	97	145
3071	96	150
3072	98	160
3073	103	178
3074	113	198
3075	125	218
3076	140	238
3077	154	253
3078	167	255
3079	177	255
3080	183	255
3081	183	255
3082	182	243
3083	175	229
3084	164	217
3085	153	207
3086	142	201
3087	132	200
3088	125	202
3089	120	209
3090	119	217
3091	120	225
3092	122	230
3093	125	230
3094	127	227
3095	127	217
3096	125	203
3097	120	186
3098	113	169
3099	104	153
3100	95	141
3101	86	134
3102	81	134
3103	80	141
3104	82	153
3105	89	170
3106	100	191
3107	114	209
3108	129	226
3109	144	238
3110	157	244
3111	167	244
3112	173	240
3113	173	233
3114	172	223
3115	166	213
3116	158	206
3117	151	203
3118	144	204
3119	139	211
3120	136	219
3121	136	229
3122	138	240
3123	142	248
3124	145	249
3125	147	248
3126	147	239
3127	143	225
3128	137	207
3129	127	187
3130	115	167
3131	103	150
3132	91	138
3133	81	132
3134	74	133
3135	73	141
3136	75	153
3137	82	168
3138	93	185
3139	106	200
3140	120	211
3141	133	218
3142	144	219
3143	151	217
3144	155	210
3145	155	202
3146	153	195
3147	149	190
3148	145	189
3149	141	193
3150	139	201
3151	140	214
3152	143	228
3153	148	242
3154	155	254
3155	160	255
3156	165	255
3157	166	255
3158	165	246
3159	159	230
3160	150	209
3161	137	189
3162	123	169
3163	108	153
3164	95	144
3165	84	141
3166	77	142
3167	76	150
3168	77	160
3169	83	173
3170	92	184
3171	103	193
3172	114	197
3173	123	197
3174	129	193
3175	133	185
3176	133	177
3177	133	169
3178	130	163
3179	128	162
3180	126	167
3181	126	177
3182	129	191
3183	135	209
3184	144	227
3185	153	243
3186	163	255
3187	172	255
3188	178	255
3189	179	255
3190	178	244
3191	172	227
3192	161	208
3193	147	190
3194	132	173
3195	118	162
3196	105	155
3197	95	154
3198	89	158
3199	88	165
3200	89	174
3201	94	182
3202	100	187
3203	107	188
3204	113	187
3205	117	180
3206	118	169
3207	118	157
3208	115	146
3209	111	138
3210	107	135
3211	104	136
3212	104	145
3213	108	158
3214	115	177
3215	126	196
3216	138	216
3217	152	233
3218	164	245
3219	175	250
3220	182	250
3221	183	243
3222	183	231
3223	176	216
3224	166	200
3225	154	188
3226	141	175
3227	128	169
3228	118	168
3229	111	171
3230	107	177
3231	106	185
3232	108	191
3233	112	195
3234	116	195
3235	118	190
3236	118	180
3237	118	166
3238	113	151
3239	107	135
3240	100	122
3241	93	113
3242	87	111
3243	85	115
3244	86	125
3245	92	141
3246	101	160
3247	114	179
3248	129	199
3249	144	214
3250	158	224
3251	169	226
3252	176	225
3253	178	218
3254	177	207
3255	172	195
3256	164	185
3257	154	176
3258	145	173
3259	136	173
3260	130	178
3261	127	186
3262	127	195
3263	128	203
3264	131	208
3265	134	208
3266	134	203
3267	134	192
3268	131	177
3269	124	158
3270	115	138
3271	104	121
3272	93	106
3273	83	98
3274	76	97
3275	73	102
3276	74	113
3277	80	129
3278	90	147
3279	103	164
3280	118	179
3281	133	189
3282	146	195
3283	156	195
3284	162	191
3285	163	183
3286	163	174
3287	159	166
3288	153	161
3289	147	160
3290	142	164
3291	139	171
3292	139	182
3293	141	195
3294	145	206
3295	149	215
3296	153	217
3297	156	216
3298	156	207
3299	152	193
3300	145	174
3301	134	153
3302	121	133
3303	107	115
3304	94	101
3305	82	94
3306	74	93
3307	71	99
3308	72	109
3309	77	123
3310	87	138
3311	98	151
3312	111	159
3313	123	164
3314	133	164
3315	139	159
3316	144	152
3317	144	145
3318	142	137
3319	139	133
3320	136	133
3321	133	138
3322	133	149
3323	136	162
3324	141	179
3325	148	194
3326	157	208
3327	164	217
3328	170	218
3329	172	215
3330	172	204
3331	167	188
3332	158	169
3333	145	149
3334	131	130
3335	115	114
3336	101	103
3337	89	99
3338	82	100
3339	79	106
3340	79	115
3341	84	126
3342	92	136
3343	100	141
3344	109	142
3345	116	141
3346	122	135
3347	123	125
3348	123	115
3349	121	106
3350	118	100
3351	115	99
3352	114	103
3353	115	114
3354	120	129
3355	127	148
3356	137	167
3357	149	185
3358	161	199
3359	171	207
3360	179	208
3361	182	203
3362	182	192
3363	176	177
3364	167	159
3365	154	142
3366	140	127
3367	126	116
3368	113	111
3369	104	110
3370	97	113
3371	95	121
3372	96	128
3373	99	135
3374	104	138
3375	110	138
3376	114	133
3377	115	123
3378	115	110
3379	112	96
3380	107	83
3381	101	73
3382	96	68
3383	93	69
3384	93	77
3385	97	90
3386	104	108
3387	116	129
3388	129	149
3389	144	166
3390	157	178
3391	169	185
3392	178	185
3393	182	180
3394	182	169
3395	177	156
3396	168	143
3397	158	131
3398	146	122
3399	135	117
3400	126	118
3401	119	122
3402	116	129
3403	116	137
3404	118	143
3405	121	145
3406	124	145
3407	124	138
3408	124	127
3409	121	111
3410	114	93
3411	106	76
3412	97	60
3413	88	50
3414	82	47
3415	77	49
3416	78	58
3417	82	73
3418	91	90
3419	104	111
3420	119	128
3421	134	143
3422	148	152
3423	160	154
3424	168	153
3425	172	148
3426	172	138
3427	168	128
3428	161	119
3429	153	113
3430	146	112
3431	140	114
3432	135	122
3433	134	131
3434	135	142
3435	138	150
3436	141	156
3437	145	156
3438	145	151
3439	144	140
3440	139	123
3441	131	104
3442	120	84
3443	108	64
3444	95	48
3445	83	39
3446	75	37
3447	71	39
3448	70	49
3449	75	63
3450	84	79
3451	96	95
3452	110	108
3453	124	117
3454	136	121
3455	146	121
3456	152	117
3457	154	109
3458	154	100
3459	151	94
3460	146	90
3461	142	91
3462	139	97
3463	138	107
3464	140	120
3465	144	135
3466	150	148
3467	156	157
3468	162	161
3469	165	161
3470	165	153
3471	162	139
3472	154	120
3473	144	100
3474	130	79
3475	115	61
3476	100	47
3477	87	39
3478	79	38
3479	74	42
3480	73	51
3481	78	63
3482	85	75
3483	95	86
3484	106	92
3485	116	94
3486	125	93
3487	130	87
3488	133	79
3489	133	70
3490	131	62
3491	128	59
3492	126	60
3493	125	67
3494	126	79
3495	131	94
3496	138	112
3497	147	130
3498	157	145
3499	167	155
3500	174	157
3501	179	156
3502	179	148
3503	175	133
3504	167	114
3505	155	95
3506	140	77
3507	125	62
3508	111	53
3509	99	48
3510	91	49
3511	86	55
3512	86	63
3513	89	72
3514	95	79
3515	102	83
3516	109	83
3517	114	79
3518	117	69
3519	117	58
3520	116	45
3521	112	35
3522	108	29
3523	105	28
3524	104	32
3525	105	43
3526	110	59
3527	119	79
3528	130	99
3529	144	118
3530	157	133
3531	169	143
3532	178	144
3533	184	142
3534	184	133
3535	181	119
3536	172	103
3537	161	87
3538	148	75
3539	135	66
3540	123	62
3541	114	63
3542	108	67
3543	106	74
3544	107	82
3545	109	88
3546	113	88
3547	116	88
3548	118	80
3549	118	69
3550	115	53
3551	110	37
3552	104	22
3553	96	11
3554	90	5
3555	86	4
3556	85	11
3557	88	25
3558	95	43
3559	106	63
3560	120	83
3561	136	101
3562	150	114
3563	163	121
3564	173	121
3565	179	118
3566	179	109
3567	176	97
3568	169	86
3569	160	76
3570	151	70
3571	141	69
3572	134	71
3573	129	77
3574	127	86
3575	128	94
3576	130	101
3577	133	103
3578	135	102
3579	135	95
3580	133	82
3581	128	65
3582	120	45
3583	110	26
3584	99	10
3585	88	0
3586	80	0
3587	74	0
3588	73	2
3589	77	16
3590	85	33
3591	96	52
3592	111	70
3593	125	82
3594	140	91
3595	151	93
3596	160	93
3597	164	87
3598	164	79
3599	163	70
3600	158	63
3601	151	60
3602	146	61
3603	142	67
3604	140	76
3605	140	88
3606	143	100
3607	147	111
3608	152	118
3609	156	118
3610	157	114
3611	156	103
3612	150	86
3613	142	67
3614	130	45
3615	116	25
3616	102	9
3617	89	0
3618	79	0
3619	73	0
3620	72	5
3621	74	18
3622	82	32
3623	93	47
3624	105	59
3625	117	66
3626	129	67
3627	137	66
3628	143	61
3629	145	54
3630	145	46
3631	142	40
3632	139	39
3633	136	40
3634	135	48
3635	136	61
3636	140	77
3637	146	93
3638	153	108
3639	162	120
3640	169	127
3641	174	127
3642	174	119
3643	173	107
3644	166	89
3645	155	70
3646	141	49
3647	126	32
3648	111	18
3649	97	11
3650	87	10
3651	81	13
3652	80	21
3653	82	31
3654	88	42
3655	97	50
3656	105	55
3657	114	55
3658	120	51
3659	124	43
3660	125	33
3661	125	24
3662	122	17
3663	119	13
3664	116	14
3665	116	22
3666	119	35
3667	125	53
3668	133	73
3669	145	91
3670	156	108
3671	167	120
3672	177	125
3673	183	125
3674	184	118
3675	183	104
3676	175	88
3677	164	71
3678	151	55
3679	136	41
3680	122	33
3681	111	30
3682	102	31
3683	98	37
3684	97	45
3685	99	54
3686	103	60
3687	109	61
3688	114	59
3689	117	53
3690	117	41
3691	116	27
3692	112	14
3693	107	2
3694	101	0
3695	97	0
3696	96	0
3697	97	9
3698	102	25
3699	111	45
3700	124	65
3701	138	86
3702	152	101
3703	166	112
3704	176	115
3705	183	114
3706	184	106
3707	183	94
3708	176	82
3709	167	69
3710	155	58
3711	144	52
3712	133	50
3713	125	52
3714	120	58
3715	118	66
3716	119	74
3717	122	80
3718	125	81
3719	127	78
3720	127	70
3721	126	57
3722	121	39
3723	114	22
3724	105	5
3725	96	0
3726	88	0
3727	82	0
3728	81	0
3729	82	3
3730	88	20
3731	99	40
3732	113	59
3733	128	77
3734	143	90
3735	157	97
3736	167	97
3737	173	95
3738	174	88
3739	173	78
3740	168	69
3741	161	61
3742	154	59
3743	146	59
3744	141	64
3745	138	73
3746	138	84
3747	139	94
3748	143	102
3749	146	105
3750	148	104
3751	148	97
3752	145	84
3753	139	67
3754	130	46
3755	118	26
3756	105	8
3757	93	0
3758	82	0
3759	75	0
3760	74	0
3761	75	8
3762	82	24
3763	92	41
3764	105	57
3765	119	69
3766	132	77
3767	144	79
3768	152	78
3769	156	72
3770	157	65
3771	156	57
3772	152	52
3773	148	51
3774	144	55
3775	142	63
3776	142	75
3777	145	89
3778	150	103
3779	156	117
3780	162	125
3781	167	126
3782	168	124
3783	168	113
3784	163	97
3785	153	78
3786	141	57
3787	127	38
3788	112	22
3789	98	11
3790	86	7
3791	79	8
3792	77	15
3793	78	26
3794	84	39
3795	92	52
3796	103	61
3797	114	67
3798	124	67
3799	131	65
3800	135	58
3801	136	50
3802	136	42
3803	133	36
3804	130	35
3805	128	39
3806	129	49
3807	132	63
3808	137	81
3809	145	99
3810	155	117
3811	165	130
3812	174	139
3813	180	139
3814	182	135
3815	182	124
3816	176	108
3817	165	89
3818	152	71
3819	137	54
3820	122	42
3821	109	35
3822	98	34
3823	92	38
3824	90	45
3825	91	55
3826	95	64
3827	102	70
3828	109	72
3829	115	71
3830	119	65
3831	121	55
3832	121	44
3833	118	33
3834	114	24
3835	110	21
3836	108	22
3837	108	30
3838	110	44
3839	118	62
3840	128	84
3841	140	103
3842	153	122
3843	166	135
3844	177	143
3845	185	143
3846	187	137
3847	187	127
3848	181	112
3849	172	96
3850	159	83
3851	146	72
3852	133	65
3853	123	64
3854	115	67
3855	110	73
3856	109	82
3857	111	89
3858	114	94
3859	118	94
3860	121	91
3861	121	82
3862	121	69
3863	117	54
3864	111	38
3865	104	25
3866	97	17
3867	91	15
3868	88	18
3869	89	28
3870	94	44
3871	103	63
3872	116	86
3873	131	105
3874	146	121
3875	160	132
3876	172	136
3877	180	136
3878	182	130
3879	182	120
3880	177	109
3881	169	98
3882	160	91
3883	150	87
3884	142	88
3885	135	92
3886	131	101
3887	131	110
3888	132	119
3889	135	125
3890	138	126
3891	139	123
3892	139	113
3893	135	99
3894	129	81
3895	119	62
3896	109	44
3897	98	30
3898	88	22
3899	81	21
3900	77	25
3901	78	36
3902	83	53
3903	93	70
3904	106	89
3905	121	105
3906	136	117
3907	149	124
3908	159	125
3909	166	122
3910	168	116
3911	168	107
3912	164	100
3913	158	95
3914	152	94
3915	147	98
3916	144	106
3917	143	118
3918	145	130
3919	148	143
3920	153	151
3921	158	156
3922	160	155
3923	160	149
3924	157	136
3925	151	118
3926	140	98
3927	127	78
3928	113	60
3929	99	47
3930	88	39
3931	79	38
3932	75	45
3933	76	55
3934	81	69
3935	90	85
3936	101	98
3937	114	108
3938	126	115
3939	136	115
3940	144	112
3941	148	106
3942	148	97
3943	147	91
3944	144	88
3945	141	89
3946	138	94
3947	138	104
3948	140	119
3949	146	135
3950	152	152
3951	160	167
3952	168	177
3953	175	179
3954	178	178
3955	178	169
3956	173	154
3957	164	136
3958	152	116
3959	138	97
3960	122	83
3961	108	72
3962	96	68
3963	87	69
3964	83	75
3965	84	85
3966	88	96
3967	95	106
3968	104	113
3969	113	116
3970	120	115
3971	126	110
3972	129	102
3973	129	92
3974	127	84
3975	124	78
3976	120	77
3977	119	82
3978	120	92
3979	124	107
3980	131	127
3981	141	147
3982	153	166
3983	164	181
3984	175	190
3985	183	192
3986	187	190
3987	187	180
3988	182	166
3989	174	150
3990	161	133
3991	147	118
3992	132	107
3993	120	102
3994	110	102
3995	103	105
3996	100	113
3997	101	122
3998	104	129
3999	109	134
4000	114	134
4001	118	131
4002	120	122
4003	120	111
4004	117	97
4005	113	85
4006	107	75
4007	102	70
4008	99	71
4009	98	79
4010	101	93
4011	108	111
4012	119	135
4013	134	157
4014	149	175
4015	164	189
4016	175	195
4017	183	195
4018	187	189
4019	187	179
4020	181	166
4021	173	153
4022	162	144
4023	150	135
4024	140	133
4025	131	134
4026	125	139
4027	122	147
4028	122	155
4029	124	162
4030	127	165
4031	129	164
4032	130	158
4033	129	147
4034	125	131
4035	119	114
4036	111	97
4037	101	84
4038	93	74
4039	86	73
4040	82	76
4041	83	87
4042	88	103
4043	98	122
4044	111	143
4045	126	160
4046	141	175
4047	155	185
4048	166	187
4049	174	186
4050	176	181
4051	176	171
4052	172	162
4053	165	154
4054	157	150
4055	150	150
4056	144	154
4057	140	162
4058	139	172
4059	141	185
4060	144	193
4061	147	199
4062	150	199
4063	150	194
4064	149	182
4065	144	166
4066	135	148
4067	124	127
4068	111	109
4069	99	95
4070	88	88
4071	80	86
4072	76	90
4073	76	101
4074	81	117
4075	90	133
4076	103	150
4077	117	163
4078	131	173
4079	142	176
4080	151	176
4081	157	172
4082	158	165
4083	158	157
4084	155	151
4085	150	150
4086	146	151
4087	144	158
4088	143	169
4089	145	184
4090	145	184
4091	149	199
4092	155	213
